title,url,city,location,property_type,latitude,longitude,price,rating,reviews,guests,studio,bedrooms,beds,baths,shared_bath,kitchen,wifi,washer,tv,parking,refrigerator
Flott nyere enebolig med herlig utsikt og uteplass,https://www.airbnb.com/rooms/13263899?adults=1&children=0&infants=0&check_in=2021-07-21&check_out=2021-07-26&previous_page_section_name=1000&federated_search_id=81cd0f88-5dc6-4501-adaf-d636099770b5,Sandnes,Sandnes,Entire house,58.83245,5.70971,184,4.86,7,6,0,3,3,2,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Beautiful place near the Pulpit Rock (preikestolen),https://www.airbnb.com/rooms/24558405?adults=1&children=0&infants=0&check_in=2021-06-03&check_out=2021-06-10&previous_page_section_name=1000&federated_search_id=81cd0f88-5dc6-4501-adaf-d636099770b5,Sandnes,Strand,Entire house,59.03261,5.94382,93,4.70,63,5,0,2,5,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Sentral leilighet. Lite trafikk. Bakgård.,https://www.airbnb.com/rooms/43580128?adults=1&children=0&infants=0&check_in=2021-06-20&check_out=2021-06-25&previous_page_section_name=1000&federated_search_id=81cd0f88-5dc6-4501-adaf-d636099770b5,Sandnes,Storhaug,Entire apartment,58.96636,5.7376,88,4.62,37,4,0,1,2,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Lilleville,https://www.airbnb.com/rooms/36266028?adults=1&children=0&infants=0&check_in=2021-08-01&check_out=2021-08-06&previous_page_section_name=1000&federated_search_id=81cd0f88-5dc6-4501-adaf-d636099770b5,Sandnes,Stavanger,Entire house,58.99161,5.6867,153,4.86,14,8,0,4,4,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Rom i leilighet nær Stavanger sentrum,https://www.airbnb.com/rooms/44008799?adults=1&children=0&infants=0&check_in=2021-07-03&check_out=2021-07-08&previous_page_section_name=1000&federated_search_id=81cd0f88-5dc6-4501-adaf-d636099770b5,Sandnes,Stavanger,Private room,58.97335,5.71795,35,,,1,0,1,1,,,1.0,1.0,1.0,1.0,1.0,0.0
Awesome home in Dirdal with 2 Bedrooms,https://www.airbnb.com/rooms/21032158?adults=1&children=0&infants=0&check_in=2021-06-03&check_out=2021-06-10&previous_page_section_name=1000&federated_search_id=81cd0f88-5dc6-4501-adaf-d636099770b5,Sandnes,Dirdal,Entire house,58.8058,6.3744,86,,,5,0,2,4,1,0.0,1.0,0.0,1.0,1.0,0.0,1.0
"Stor leilighet, 2 soverom, inntil 7 sengeplasser",https://www.airbnb.com/rooms/16464790?adults=1&children=0&infants=0&check_in=2021-06-10&check_out=2021-06-16&previous_page_section_name=1000&federated_search_id=81cd0f88-5dc6-4501-adaf-d636099770b5,Sandnes,Sandnes,Private room,58.87546,5.72974,59,4.94,133,7,0,2,5,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
8 person holiday home in Fløyrli,https://www.airbnb.com/rooms/37647195?adults=1&children=0&infants=0&check_in=2021-06-25&check_out=2021-07-02&previous_page_section_name=1000&federated_search_id=81cd0f88-5dc6-4501-adaf-d636099770b5,Sandnes,Fløyrli,Entire house,59.01187,6.42592,261,,,8,0,4,6,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
NEW DETACHED APARTMENT CLOSE TO THE  PULPIT ROCK,https://www.airbnb.com/rooms/20489611?adults=1&children=0&infants=0&check_in=2021-07-10&check_out=2021-07-15&previous_page_section_name=1000&federated_search_id=81cd0f88-5dc6-4501-adaf-d636099770b5,Sandnes,Strand,Entire apartment,59.0625,5.92971,106,4.91,24,5,0,2,4,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Villa Låven,https://www.airbnb.com/rooms/44337446?adults=1&children=0&infants=0&check_in=2021-08-25&check_out=2021-09-01&previous_page_section_name=1000&federated_search_id=81cd0f88-5dc6-4501-adaf-d636099770b5,Sandnes,Stavanger,Entire villa,58.9622,5.70021,305,,,8,0,5,6,3.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0
"Tre Taarn, Nikkelveien 20, Sandnes",https://www.airbnb.com/rooms/7356746?adults=1&children=0&infants=0&check_in=2021-08-30&check_out=2021-09-06&previous_page_section_name=1000&federated_search_id=81cd0f88-5dc6-4501-adaf-d636099770b5,Sandnes,Sandnes,Entire condominium,58.86991,5.72964,156,4.74,23,4,0,2,2,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
"Enebolig nær kongeparken, turområder og natur",https://www.airbnb.com/rooms/49189879?adults=1&children=0&infants=0&check_in=2021-07-02&check_out=2021-07-09&previous_page_section_name=1000&federated_search_id=81cd0f88-5dc6-4501-adaf-d636099770b5,Sandnes,Gjesdal,Entire house,58.82717,6.03398,147,,,8,0,4,8,2,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Privat rom i Stavanger sentrum 2,https://www.airbnb.com/rooms/17291629?adults=1&children=0&infants=0&check_in=2021-08-06&check_out=2021-08-12&previous_page_section_name=1000&federated_search_id=81cd0f88-5dc6-4501-adaf-d636099770b5,Sandnes,Stavanger,Private room,58.9693,5.7382,46,4.84,161,2,0,1,1,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0
"Room, in area for lovely hiking options.",https://www.airbnb.com/rooms/41845593?adults=1&children=0&infants=0&check_in=2021-08-10&check_out=2021-08-15&previous_page_section_name=1000&federated_search_id=81cd0f88-5dc6-4501-adaf-d636099770b5,Sandnes,Sandnes,Private room,58.81889,5.70463,47,4.60,5,2,0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
holiday house near Preikestolen (Pulpit rock),https://www.airbnb.com/rooms/13546256?adults=1&children=0&infants=0&check_in=2021-08-29&check_out=2021-09-03&previous_page_section_name=1000&federated_search_id=81cd0f88-5dc6-4501-adaf-d636099770b5,Sandnes,Forsand,Entire house,58.85831,6.15509,91,4.90,21,6,0,3,4,1.5,0.0,1.0,1.0,0.0,1.0,1.0,1.0
City nearby apartment,https://www.airbnb.com/rooms/48586108?adults=1&children=0&infants=0&check_in=2021-06-29&check_out=2021-07-04&previous_page_section_name=1000&federated_search_id=81cd0f88-5dc6-4501-adaf-d636099770b5,Sandnes,Stavanger,Entire apartment,58.96817,5.75954,101,,,4,0,1,2,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
"Gneisvegen 5A, rom 2",https://www.airbnb.com/rooms/32342952?adults=1&children=0&infants=0&check_in=2021-06-16&check_out=2021-06-23&previous_page_section_name=1000&federated_search_id=81cd0f88-5dc6-4501-adaf-d636099770b5,Sandnes,Jørpeland,Private room,59.0354,6.04494,55,,,2,0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Neat double bed room in Stavanger Centrum,https://www.airbnb.com/rooms/24790971?adults=1&children=0&infants=0&check_in=2021-07-05&check_out=2021-07-12&previous_page_section_name=1000&federated_search_id=27b21dd8-6690-49ae-a854-0f7c165c0303,Sandnes,Storhaug,Private room,58.97027,5.74154,37,4.47,176,2,0,1,1,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Hareland Ranch,https://www.airbnb.com/rooms/44243144?adults=1&children=0&infants=0&check_in=2021-07-13&check_out=2021-07-20&previous_page_section_name=1000&federated_search_id=27b21dd8-6690-49ae-a854-0f7c165c0303,Sandnes,Sandnes,Entire cabin,58.90413,5.90568,51,5.0,14,3,0,1,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Høyland Gård,https://www.airbnb.com/rooms/27643948?adults=1&children=0&infants=0&check_in=2021-06-25&check_out=2021-07-02&previous_page_section_name=1000&federated_search_id=27b21dd8-6690-49ae-a854-0f7c165c0303,Sandnes,Sandnes,Entire condominium,58.85282,5.73467,87,,,4,0,2,5,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Lysefjord Hyttegrend H,https://www.airbnb.com/rooms/42849722?adults=1&children=0&infants=0&check_in=2021-07-27&check_out=2021-08-01&previous_page_section_name=1000&federated_search_id=27b21dd8-6690-49ae-a854-0f7c165c0303,Sandnes,Strand,Entire apartment,58.91855,6.07996,124,4.87,15,4,0,1,4,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Modern apartment - Perfect location,https://www.airbnb.com/rooms/4372936?adults=1&children=0&infants=0&check_in=2021-06-01&check_out=2021-06-06&previous_page_section_name=1000&federated_search_id=27b21dd8-6690-49ae-a854-0f7c165c0303,Sandnes,Stavanger,Entire apartment,58.97359,5.74806,113,4.88,24,2,0,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Nice familyhome in great surroundings,https://www.airbnb.com/rooms/17409411?adults=1&children=0&infants=0&check_in=2021-06-28&check_out=2021-07-05&previous_page_section_name=1000&federated_search_id=27b21dd8-6690-49ae-a854-0f7c165c0303,Sandnes,Sandnes,Entire house,58.86616,5.76775,235,4.67,3,8,0,4,5,1.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0
"Nyt vår og sommer I denne hytta, nær Kjerag",https://www.airbnb.com/rooms/48145518?adults=1&children=0&infants=0&check_in=2021-06-11&check_out=2021-06-17&previous_page_section_name=1000&federated_search_id=27b21dd8-6690-49ae-a854-0f7c165c0303,Sandnes,Sirdal kommune,Entire cabin,59.01471,6.93886,195,,,9,0,4,9,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Bright and spacious apartment with lovely garden,https://www.airbnb.com/rooms/19100466?adults=1&children=0&infants=0&check_in=2021-07-06&check_out=2021-07-12&previous_page_section_name=1000&federated_search_id=27b21dd8-6690-49ae-a854-0f7c165c0303,Sandnes,Stavanger,Entire apartment,58.956,5.73215,185,4.67,8,6,0,3,4,1.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0
"Cosy mountain cabin with jaccussi, sauna, view",https://www.airbnb.com/rooms/26299586?adults=1&children=0&infants=0&check_in=2021-06-15&check_out=2021-06-22&previous_page_section_name=1000&federated_search_id=27b21dd8-6690-49ae-a854-0f7c165c0303,Sandnes,Sirdal kommune,Entire guesthouse,58.895,6.861,253,5.0,20,6,0,4,7,1.5,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Saga Caves Stavanger 3,https://www.airbnb.com/rooms/45650800?adults=1&children=0&infants=0&check_in=2021-06-14&check_out=2021-06-21&previous_page_section_name=1000&federated_search_id=27b21dd8-6690-49ae-a854-0f7c165c0303,Sandnes,Stavanger,Entire apartment,58.97107,5.72529,90,5.0,4,3,0,1,2,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Herskapelig leilighet i Gamle Stavanger,https://www.airbnb.com/rooms/43769165?adults=1&children=0&infants=0&check_in=2021-08-31&check_out=2021-09-06&previous_page_section_name=1000&federated_search_id=27b21dd8-6690-49ae-a854-0f7c165c0303,Sandnes,Stavanger,Entire apartment,58.97056,5.72859,181,,,4,0,2,2,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0
"Lovely home for you, close to centrum!",https://www.airbnb.com/rooms/20411160?adults=1&children=0&infants=0&check_in=2021-06-29&check_out=2021-07-06&previous_page_section_name=1000&federated_search_id=27b21dd8-6690-49ae-a854-0f7c165c0303,Sandnes,Stavanger,Entire house,58.97741,5.69864,171,4.76,113,7,0,3,6,1.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Casa Ryfylke,https://www.airbnb.com/rooms/44247395?adults=1&children=0&infants=0&check_in=2021-06-20&check_out=2021-06-25&previous_page_section_name=1000&federated_search_id=27b21dd8-6690-49ae-a854-0f7c165c0303,Sandnes,Strand,Entire house,59.05798,5.92729,200,5.0,7,4,0,2,3,2,0.0,1.0,1.0,1.0,0.0,1.0,1.0
ANOTHER PLACE - ANOTHER HOST :-),https://www.airbnb.com/rooms/19097574?adults=1&children=0&infants=0&check_in=2021-07-30&check_out=2021-08-06&previous_page_section_name=1000&federated_search_id=27b21dd8-6690-49ae-a854-0f7c165c0303,Sandnes,Stavanger,Entire condominium,58.9657,5.70576,86,5.0,13,2,0,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Cozy house in the City center,https://www.airbnb.com/rooms/48623787?adults=1&children=0&infants=0&check_in=2021-06-24&check_out=2021-06-29&previous_page_section_name=1000&federated_search_id=27b21dd8-6690-49ae-a854-0f7c165c0303,Sandnes,Stavanger,Entire apartment,58.96623,5.7254,62,,,2,0,1,1,,,1.0,1.0,1.0,0.0,1.0,0.0
Flott leilighet midt i Stavanger sentrum,https://www.airbnb.com/rooms/48298517?adults=1&children=0&infants=0&check_in=2021-08-04&check_out=2021-08-11&previous_page_section_name=1000&federated_search_id=27b21dd8-6690-49ae-a854-0f7c165c0303,Sandnes,Storhaug,Entire apartment,58.971,5.74306,209,,,6,0,4,4,2,0.0,1.0,1.0,1.0,0.0,0.0,1.0
Rosenbergaten72B,https://www.airbnb.com/rooms/20485015?adults=1&children=0&infants=0&check_in=2021-06-01&check_out=2021-06-06&previous_page_section_name=1000&federated_search_id=27b21dd8-6690-49ae-a854-0f7c165c0303,Sandnes,Stavanger,Entire apartment,58.97551,5.71672,77,4.87,129,3,0,2,2,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0
Apartment near the Pulpit Rock!,https://www.airbnb.com/rooms/22512642?adults=1&children=0&infants=0&check_in=2021-08-04&check_out=2021-08-10&previous_page_section_name=1000&federated_search_id=27b21dd8-6690-49ae-a854-0f7c165c0303,Sandnes,Strand,Entire apartment,59.05922,5.92742,95,4.85,20,4,0,2,2,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Standard Room in a Guest House-M2,https://www.airbnb.com/rooms/43933420?adults=1&children=0&infants=0&check_in=2021-07-01&check_out=2021-07-08&previous_page_section_name=1000&federated_search_id=27b21dd8-6690-49ae-a854-0f7c165c0303,Sandnes,Stavanger,Private room,58.96245,5.71247,42,,,2,0,1,1,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
Strandvilla tilgjengelig for leie,https://www.airbnb.com/rooms/43979011?adults=1&children=0&infants=0&check_in=2021-08-23&check_out=2021-08-29&previous_page_section_name=1000&federated_search_id=27b21dd8-6690-49ae-a854-0f7c165c0303,Sandnes,Randaberg,Entire house,58.98595,5.61163,314,,,5,0,3,3,2,0.0,1.0,1.0,1.0,1.0,1.0,0.0
"Apartment in Stavanger, 5 minutes walk to center.",https://www.airbnb.com/rooms/13076230?adults=1&children=0&infants=0&check_in=2021-06-16&check_out=2021-06-21&previous_page_section_name=1000&federated_search_id=4349ce9e-6e6e-4a18-9329-30ebddd8c0d3,Sandnes,Stavanger,Entire apartment,58.97081,5.74655,78,4.58,28,2,0,1,3,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Saga Caves,https://www.airbnb.com/rooms/29426726?adults=1&children=0&infants=0&check_in=2021-06-30&check_out=2021-07-07&previous_page_section_name=1000&federated_search_id=4349ce9e-6e6e-4a18-9329-30ebddd8c0d3,Sandnes,Sandnes,Entire apartment,58.87115,5.72312,100,4.74,43,3,0,1,2,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
"Cosy mountain cabin with jaccussi, sauna, view",https://www.airbnb.com/rooms/26299586?adults=1&children=0&infants=0&check_in=2021-06-15&check_out=2021-06-22&previous_page_section_name=1000&federated_search_id=4349ce9e-6e6e-4a18-9329-30ebddd8c0d3,Sandnes,Sirdal kommune,Entire guesthouse,58.895,6.861,253,5.0,20,6,0,4,7,1.5,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Apartment in Hafrsfjord (close to Sword in Rock),https://www.airbnb.com/rooms/28018311?adults=1&children=0&infants=0&check_in=2021-06-20&check_out=2021-06-25&previous_page_section_name=1000&federated_search_id=4349ce9e-6e6e-4a18-9329-30ebddd8c0d3,Sandnes,Stavanger,Entire house,58.94547,5.67596,129,4.93,43,5,0,3,5,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
"Quiet private room, with private entrance",https://www.airbnb.com/rooms/21661992?adults=1&children=0&infants=0&check_in=2021-06-23&check_out=2021-06-30&previous_page_section_name=1000&federated_search_id=4349ce9e-6e6e-4a18-9329-30ebddd8c0d3,Sandnes,Stavanger,Private room,59.00767,5.72448,29,4.93,95,2,0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Rooms near to the Pulpit Rock/ Preikestolen,https://www.airbnb.com/rooms/13600419?adults=1&children=0&infants=0&check_in=2021-06-13&check_out=2021-06-19&previous_page_section_name=1000&federated_search_id=4349ce9e-6e6e-4a18-9329-30ebddd8c0d3,Sandnes,Jørpeland,Private room,59.01509,6.05208,60,4.79,198,4,0,2,3,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0
House by the fjord. Close to the Pulpit rock,https://www.airbnb.com/rooms/41709753?adults=1&children=0&infants=0&check_in=2021-08-16&check_out=2021-08-23&previous_page_section_name=1000&federated_search_id=4349ce9e-6e6e-4a18-9329-30ebddd8c0d3,Sandnes,Strand,Entire house,59.02452,6.01892,208,,,6,0,4,4,1.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0
ANOTHER PLACE - ANOTHER HOST :-),https://www.airbnb.com/rooms/19097574?adults=1&children=0&infants=0&check_in=2021-07-30&check_out=2021-08-06&previous_page_section_name=1000&federated_search_id=4349ce9e-6e6e-4a18-9329-30ebddd8c0d3,Sandnes,Stavanger,Entire condominium,58.9657,5.70576,86,5.0,13,2,0,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Modern scandinavian apartment on the golf course,https://www.airbnb.com/rooms/13925862?adults=1&children=0&infants=0&check_in=2021-08-07&check_out=2021-08-13&previous_page_section_name=1000&federated_search_id=4349ce9e-6e6e-4a18-9329-30ebddd8c0d3,Sandnes,Sola,Entire apartment,58.88556,5.67375,83,4.84,45,4,0,1,1,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0
Mountain cabin by road near Preikestolen Kjerag,https://www.airbnb.com/rooms/20325183?adults=1&children=0&infants=0&check_in=2021-08-08&check_out=2021-08-14&previous_page_section_name=1000&federated_search_id=4349ce9e-6e6e-4a18-9329-30ebddd8c0d3,Sandnes,Gjesdal,Entire cabin,58.87174,6.58233,83,4.61,24,6,0,2,6,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0
Fisking-friluft-avslapping,https://www.airbnb.com/rooms/44503774?adults=1&children=0&infants=0&check_in=2021-06-17&check_out=2021-06-23&previous_page_section_name=1000&federated_search_id=4349ce9e-6e6e-4a18-9329-30ebddd8c0d3,Sandnes,Strand,Private room,59.11304,5.96731,45,,,8,0,5,7,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Nyere leilighet med fin beliggenhet,https://www.airbnb.com/rooms/28831161?adults=1&children=0&infants=0&check_in=2021-07-24&check_out=2021-07-31&previous_page_section_name=1000&federated_search_id=4349ce9e-6e6e-4a18-9329-30ebddd8c0d3,Sandnes,Stavanger,Entire apartment,58.99848,5.67859,54,4.86,21,2,0,1,3,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Lysefjord Hyttegrend E,https://www.airbnb.com/rooms/17614994?adults=1&children=0&infants=0&check_in=2021-07-12&check_out=2021-07-18&previous_page_section_name=1000&federated_search_id=4349ce9e-6e6e-4a18-9329-30ebddd8c0d3,Sandnes,Forsand,Entire house,58.92005,6.07801,176,4.47,19,6,0,4,4,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Hytte i naturskjønne omgivelser i RYFYLKE,https://www.airbnb.com/rooms/36750365?adults=1&children=0&infants=0&check_in=2021-08-11&check_out=2021-08-18&previous_page_section_name=1000&federated_search_id=4349ce9e-6e6e-4a18-9329-30ebddd8c0d3,Sandnes,Tau,Tiny house,59.0933,6.0812,194,,,10,0,4,7,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0
House with a spectacular view over the fjord,https://www.airbnb.com/rooms/45523066?adults=1&children=0&infants=0&check_in=2021-07-09&check_out=2021-07-14&previous_page_section_name=1000&federated_search_id=4349ce9e-6e6e-4a18-9329-30ebddd8c0d3,Sandnes,Sandnes,Entire house,58.94366,6.13136,212,,,7,0,4,4,1.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Exclusive villa in the center of Stavanger,https://www.airbnb.com/rooms/25514215?adults=1&children=0&infants=0&check_in=2021-08-30&check_out=2021-09-04&previous_page_section_name=1000&federated_search_id=4349ce9e-6e6e-4a18-9329-30ebddd8c0d3,Sandnes,Stavanger,Entire villa,58.96359,5.74999,379,4.94,31,16,0,5,7,2.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Comfy 2bedrooms apartment in center Stavanger!!,https://www.airbnb.com/rooms/18605391?adults=1&children=0&infants=0&check_in=2021-06-03&check_out=2021-06-10&previous_page_section_name=1000&federated_search_id=4349ce9e-6e6e-4a18-9329-30ebddd8c0d3,Sandnes,Stavanger,Entire apartment,58.96856,5.7262,90,4.33,229,4,0,2,2,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Hytte på Finnøy,https://www.airbnb.com/rooms/33282597?adults=1&children=0&infants=0&check_in=2021-06-06&check_out=2021-06-11&previous_page_section_name=1000&federated_search_id=4349ce9e-6e6e-4a18-9329-30ebddd8c0d3,Sandnes,Finnøy kommune,Entire cabin,59.1823,5.78346,138,4.60,10,6,0,4,10,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0
Lysefjord Hyttegrend D,https://www.airbnb.com/rooms/19130428?adults=1&children=0&infants=0&check_in=2021-07-16&check_out=2021-07-22&previous_page_section_name=1000&federated_search_id=4349ce9e-6e6e-4a18-9329-30ebddd8c0d3,Sandnes,Forsand,Entire cabin,58.91822,6.07768,174,4.64,33,6,0,2,6,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
"Sacious, newly renovated central  apartement",https://www.airbnb.com/rooms/44358621?adults=1&children=0&infants=0&check_in=2021-06-08&check_out=2021-06-13&previous_page_section_name=1000&federated_search_id=4349ce9e-6e6e-4a18-9329-30ebddd8c0d3,Sandnes,Stavanger,Entire apartment,58.96848,5.75086,130,4.88,8,4,0,2,3,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0
"Cosy mountain cabin with jaccussi, sauna, view",https://www.airbnb.com/rooms/26299586?adults=1&children=0&infants=0&check_in=2021-06-15&check_out=2021-06-22&previous_page_section_name=1000&federated_search_id=fa3ef45e-5bb7-4a59-8802-9327c3025565,Sandnes,Sirdal kommune,Entire guesthouse,58.895,6.861,253,5.0,20,6,0,4,7,1.5,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Nice located Apartment in Sirdal,https://www.airbnb.com/rooms/44343794?adults=1&children=0&infants=0&check_in=2021-06-04&check_out=2021-06-11&previous_page_section_name=1000&federated_search_id=fa3ef45e-5bb7-4a59-8802-9327c3025565,Sandnes,Sirdal kommune,Entire serviced apartment,58.91541,6.87658,128,,,8,0,3,7,1.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Fantastisk utsikt over sjøen.,https://www.airbnb.com/rooms/12177495?adults=1&children=0&infants=0&check_in=2021-07-04&check_out=2021-07-10&previous_page_section_name=1000&federated_search_id=fa3ef45e-5bb7-4a59-8802-9327c3025565,Sandnes,Jørpeland,Entire apartment,59.02353,5.99741,89,4.73,41,8,0,2,4,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Central and cozy apartment - parking included!,https://www.airbnb.com/rooms/42215611?adults=1&children=0&infants=0&check_in=2021-08-17&check_out=2021-08-22&previous_page_section_name=1000&federated_search_id=fa3ef45e-5bb7-4a59-8802-9327c3025565,Sandnes,Stavanger,Entire apartment,58.96891,5.74468,153,4.81,36,6,0,2,3,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ANOTHER PLACE - ANOTHER HOST :-),https://www.airbnb.com/rooms/19097574?adults=1&children=0&infants=0&check_in=2021-07-30&check_out=2021-08-06&previous_page_section_name=1000&federated_search_id=fa3ef45e-5bb7-4a59-8802-9327c3025565,Sandnes,Stavanger,Entire condominium,58.9657,5.70576,86,5.0,13,2,0,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
"Stor leilighet, landlig nær preikestolen (20 min)",https://www.airbnb.com/rooms/8026107?adults=1&children=0&infants=0&check_in=2021-06-27&check_out=2021-07-03&previous_page_section_name=1000&federated_search_id=fa3ef45e-5bb7-4a59-8802-9327c3025565,Sandnes,Strand,Entire guest suite,59.05153,5.93052,187,4.84,57,8,0,3,10,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Modern leilighet til god pris⭐,https://www.airbnb.com/rooms/47484717?adults=1&children=0&infants=0&check_in=2021-06-15&check_out=2021-06-20&previous_page_section_name=1000&federated_search_id=fa3ef45e-5bb7-4a59-8802-9327c3025565,Sandnes,Sandnes,Entire condominium,58.83496,5.73844,124,,,4,0,2,0,1.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0
